id,theta
245346945,0.031596807679012434
776642052893409280,0.0755536292082383
865234300190564352,-0.2052272490433621
294395822,-0.13686832434428758
121194159,-0.0405430881533001
3892201042,0.11274368633666326
798884972576833537,-0.031729632927055225
76599994,-0.17286975585198366
842351816465608704,0.08094846552521377
3353030195,-0.066389604842517
826478063286366208,0.01975743241949733
811615099194605569,0.1341422878640755
2285638022,-0.12595900578194583
845025344600113152,-0.036639814105543206
854684480501673989,-0.0028942841099012105
195517768,0.18845515080319336
4744709602,-0.07845342732380253
737610370165051392,-0.15039917151491775
332797921,0.1343943649478775
515687640,-0.0635330871155046
91792123,-0.20059740695672557
125554142,-0.16964578085167792
1174667725,0.11817692619141161
2160787430,-0.17685466882755962
881846306125295616,-0.01808517833860961
317796154,0.03574260461805362
85434463,-0.037240028845193604
737200489872379904,0.001161344017750956
20925566,-0.20020529372942109
38402979,0.08246308099232232
896750997720236033,0.23320621273732722
185563312,0.015553365022300912
522408303,-0.03545233562959214
122089763,-0.05156494162973209
2742041209,-0.19222805176909127
110798310,-0.12220387735396865
2748543465,-0.23756018431205408
758910361781231616,-0.1843724175517025
722766303996416001,-0.05498591146019799
3981557008,0.11570857754981685
72250659,-0.17781847547920837
715270656758312964,-0.04840698089797722
364219724,0.16293052006870437
928987250297393152,0.0373896721448156
742770280012128256,-0.17399366369719807
48665402,0.017751839120295012
550479084,-0.012968494491304845
925472452792250369,-0.016982076536919372
2842072420,-0.23243048849547693
926562872792178689,-0.09925066588895572
18736229,0.019946159496174596
165777773,-0.11778429064876625
735406570893398016,0.1195139592413186
78372802,-0.016646686085802765
459343934,-0.0014448156387402804
871834807092875264,-0.14964019331328712
828272176847523841,0.18856992399375183
616609800,0.0789167910154423
890477969252155393,-0.008328602471897572
780563401,-0.22156259937275996
36735292,-0.059398348356946844
863844064961200130,0.21293166849042872
798832374905585665,0.018884154120590878
2289447565,0.10531382086956657
848660443468050433,-0.13958068833271658
4882231679,-0.01786332827917311
553936525,-0.18769503325168707
18308923,-0.09067173817727338
846253610027626496,-0.08824161448699192
4274726715,0.14168669353452773
2889549172,0.07584013486209046
923278786820526083,-0.19655774656171127
3309277905,-0.0364213105510717
1643330173,-0.13405573496006729
559275034,0.02036483167584288
3135976783,-0.2547806258451588
866757734875750400,0.10608019757342489
566349525,-0.02123874315367821
168466658,-0.0740928998020122
884428501016875010,-0.16496089080828702
203876160,0.07963297098261841
920581074702491648,-0.16075032123143274
735443479493550080,0.2107637016687958
864856599021727744,-0.0069341882347636495
146438429,-0.14838143471589454
340548453,-0.050545479658334114
123092320,0.08251774006632988
827532501476372481,-0.14594607226783868
963922530,-0.011857084934703596
614438567,-0.036188936702718236
835957549123907584,-0.07318634977536821
918441206341922816,-0.1208168200052304
826439545,0.07593358830769004
916434155700932611,-0.14420916480991522
992084186,-0.07947916671747812
462910674,-0.03618658425066618
119847832,-0.06754035247550762
865114227580784640,-0.002367794529568911
424795778,-0.1536114774473307
815599568981139456,-0.09712872120780244
793876317976526848,-0.0795572754431174
851930704975941632,0.17293070819289383
554587890,-0.23486780410280228
3674480356,-0.05832274466533369
802460978663321600,-0.06502586842608579
273989113,-0.2163985190904507
885827216663339009,0.0028647089954682344
312469566,0.11448856308903828
2801514920,-0.29718020980663656
750407584897724416,-0.07317279136809825
2909399513,-0.07343511474504615
873819277,-0.016565305450356737
1354273448,-0.14138215115566313
604161252,-0.017958949467397095
787757314925289473,-0.18354499422608514
812776061691957248,-0.08267475400932636
1617316813,-0.06380178854370043
907991481901862912,-0.3093371712490471
310213772,0.11625507602785895
862770295219916802,0.036727675088110916
71610575,0.12150091740579376
365463164,0.13153003044233838
3167058740,0.29476313809337934
55821199,-0.1911977919244867
718409564333424640,-0.02971226584285462
293514798,-0.03910935708991019
53972273,0.17110370127027671
213641071,-0.014692849683971837
898595380379648000,-0.10780987846036287
1510513753,0.08056893113314822
760440322535092225,-0.00033341621809839596
865514938856488961,-0.20847223267928802
739845875757948928,0.1861356158279161
8596932,-0.10967911908211846
35446243,-0.1644156955950561
910764645807423489,-0.18281198939274856
829661918268911616,0.05532737166815833
1092698880,-0.15876585956776976
866081129048223746,-0.05428769879299991
2908065933,0.23989701054476642
882222476046061569,-0.07490148023862632
849195113058271233,0.10986184351232443
4121844143,-0.18236355180165276
913317496668803072,-0.032118407702437506
126965585,-0.07699833400336356
3346616981,0.022351316129791708
2181648622,-0.048845378229484496
718015619027845121,-0.1329958037733515
3828772395,0.024375745070336484
4835489901,0.10266603175512586
911178226533388288,-0.1406190766676463
1449777044,-0.1488547702772384
858264449240715265,0.04478003667727108
719942700921962497,0.08078473728578235
174751878,-0.10797492054789447
838361384207409153,-0.11713992973593115
145214869,-0.17830784156296822
482179923,0.022860517445427175
2336493002,0.12526048636969586
242246192,-0.09495305368205705
