"mu_beta"
"1",-0.590898043156963
"2",-0.57833429831951
"3",-0.501561119075203
"4",-0.621447387515539
"5",-0.501069969075948
"6",-0.532935844525514
"7",-0.699244579382134
"8",-0.60548089208375
"9",-0.558723550125958
"10",-0.477116341718274
"11",-0.516939717295184
"12",-0.576919844814427
"13",-0.489180370927714
"14",-0.605759762674751
"15",-0.599450829129048
"16",-0.528067336366919
"17",-0.767655200069178
"18",-0.438666982569315
"19",-0.517429882447626
"20",-0.455659959971628
"21",-0.560421140433373
"22",-0.588826835312298
"23",-0.496119174242538
"24",-0.496126124178526
"25",-0.533367711253899
"26",-0.53150396300519
"27",-0.518746895567295
"28",-0.585788695121925
"29",-0.521169036992422
"30",-0.539164686437835
"31",-0.619200614455634
"32",-0.48613054330118
"33",-0.550955159395325
"34",-0.637026112987622
"35",-0.578736864745828
"36",-0.461832787529787
"37",-0.445144069415235
"38",-0.579996254446949
"39",-0.725653019621596
"40",-0.540506023114742
"41",-0.703576274727499
"42",-0.561834637344117
"43",-0.44446857514394
"44",-0.547470806628782
"45",-0.46789231283193
"46",-0.508230745755559
"47",-0.546906482421061
"48",-0.648841374778948
"49",-0.569868346669946
"50",-0.468144853405675
"51",-0.59442009273354
"52",-0.600683822171984
"53",-0.551797622280958
"54",-0.604795007922018
"55",-0.460429705642253
"56",-0.470300708155876
"57",-0.47692376225603
"58",-0.704127993194296
"59",-0.710500545000287
"60",-0.612714817770924
"61",-0.587187336766311
"62",-0.597720106357759
"63",-0.572756809459802
"64",-0.573323150306618
"65",-0.601039903627089
"66",-0.443374965103784
"67",-0.692524024098788
"68",-0.442333007556971
"69",-0.496173676459419
"70",-0.612548773497361
"71",-0.540955855462349
"72",-0.444730288933136
"73",-0.756396715902954
"74",-0.56191306581923
"75",-0.469446644744233
"76",-0.624882204700206
"77",-0.473270053911291
"78",-0.422055848479393
"79",-0.462240416018596
"80",-0.655981650822878
"81",-0.438945562120666
"82",-0.626546429406456
"83",-0.510092573484159
"84",-0.63671830475057
"85",-0.482372465508221
"86",-0.577316530139073
"87",-0.517276833612844
"88",-0.609953810905349
"89",-0.59947348434377
"90",-0.700011024694194
"91",-0.711462513363276
"92",-0.646860287657301
"93",-0.520535460375489
"94",-0.56013634048096
"95",-0.587313404095017
"96",-0.496639097940933
"97",-0.4570345009067
"98",-0.577588412878603
"99",-0.547221144412795
"100",-0.462369719722703
"101",-0.503370583111899
"102",-0.580318053505399
"103",-0.585917779097161
"104",-0.518699962836533
"105",-0.532551832038964
"106",-0.440567367309043
"107",-0.510247768746715
"108",-0.446921066822721
"109",-0.515050390133142
"110",-0.526981427871473
"111",-0.557104113065133
"112",-0.607323126202265
"113",-0.613261485867369
"114",-0.559868300555769
"115",-0.536573114332227
"116",-0.622251296639031
"117",-0.554265338848828
"118",-0.495524641462249
"119",-0.600366555506245
"120",-0.531672780405581
"121",-0.571682974711655
"122",-0.568448524838479
"123",-0.615717390171012
"124",-0.500723703116193
"125",-0.563109495801066
"126",-0.527231934186004
"127",-0.466117678287399
"128",-0.59509254606705
"129",-0.609402405733279
"130",-0.582862588216221
"131",-0.591053221306103
"132",-0.594075429909136
"133",-0.49105952092925
"134",-0.606798172921166
"135",-0.460717019955062
"136",-0.586491314213319
"137",-0.586004494043713
"138",-0.605568953713517
"139",-0.443706041030323
"140",-0.669010543687383
"141",-0.600221890534932
"142",-0.574745804403315
"143",-0.60142008908935
"144",-0.481233261956531
"145",-0.5967709498898
"146",-0.627192417996372
"147",-0.763904530230563
"148",-0.538199609932391
"149",-0.473617126556355
"150",-0.616480793551513
"151",-0.437455571871471
"152",-0.585682726143129
"153",-0.665755506514973
"154",-0.567207755416129
"155",-0.602844371651743
"156",-0.512830671829776
"157",-0.80588775339404
"158",-0.49058831592144
"159",-0.52071704974021
"160",-0.493689469256068
"161",-0.634873389149847
"162",-0.605272569265925
"163",-0.535250101290826
"164",-0.542114888246736
"165",-0.496960529079849
"166",-0.505490745510221
"167",-0.604480627768473
"168",-0.522221143412365
"169",-0.612026437503506
"170",-0.557277917772325
